﻿year,quarter,region,area,level_of_edu,value,unit,source
2562,"ไตรมาส 4",กรุงเทพมหานคร,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",39.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",กรุงเทพมหานคร,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",80.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",กรุงเทพมหานคร,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",77.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",กรุงเทพมหานคร,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",70.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",กรุงเทพมหานคร,ในเขตเทศบาล,การศึกษาอื่นๆ,.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",กรุงเทพมหานคร,ในเขตเทศบาล,ไม่ทราบ,66.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,รวม,69.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,ไม่มีการศึกษา,56.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,ต่ำกว่าประถมศึกษา,47.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,ประถมศึกษา,74.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,มัธยมศึกษาตอนต้น,68.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,"มัธยมศึกษาตอนปลาย สายสามัญ",73.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",71.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,"มัธยมศึกษาตอนปลาย สายวิชาการ",78.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,"อุดมศึกษา สายวิชาการ",82.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,"อุดมศึกษา สายวิชาชีพ",86.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,"อุดมศึกษา สายวิชาการศึกษา",64.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,การศึกษาอื่นๆ,98.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,รวม,ไม่ทราบ,82.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,รวม,68.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,ไม่มีการศึกษา,62.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,45.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,ประถมศึกษา,72.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,68.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",70.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",68.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",81.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",85.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",60.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,"ไตรมาส 4",ภาคกลาง,ในเขตเทศบาล,การศึกษาอื่นๆ,96.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
